test_index,feasible,recourse_band,original_score_band,solver_status,solver_family,original_score,new_score,score_gap_to_threshold,total_cost,changed_features,validity_reconstructed_score,validity_passes_threshold,validity_margin_below_threshold
15,True,feasible,high_risk,gurobi_exact:Optimal,gurobi_exact,0.5552093386650085,0.264260470867157,-0.1557395291328431,0.23520634963976014,"{""PercentTradesNeverDelq"": 0.1665716664150666, ""MSinceMostRecentInqexcl7days"": 0.1111111111111111}",0.264260470867157,True,0.1557395291328431
16,False,infeasible,very_high_risk,gurobi_exact:Infeasible|refined_32,gurobi_exact,0.9272805452346802,0.8302315473556519,0.41023154735565176,0.22415309692348429,"{""NumSatisfactoryTrades"": 0.02772151898734178, ""MSinceMostRecentDelq"": 0.13662650602409618, ""PercentInstallTrades"": -0.06000000000000005, ""MSinceMostRecentInqexcl7days"": 0.12000000000000005}",0.8302315473556519,False,-0.41023154735565176
17,True,feasible,very_high_risk,gurobi_exact:Optimal,gurobi_exact,0.6908296942710876,0.3246486186981201,-0.09535138130187998,0.475623882611709,"{""NumSatisfactoryTrades"": 0.11814345991561179, ""PercentInstallTrades"": 0.04222222222222222, ""MSinceMostRecentInqexcl7days"": 0.1111111111111111, ""NetFractionRevolvingBurden"": -0.14308803808880724, ""NumRevolvingTradesWBalance"": -0.07260589917017485}",0.3246486186981201,True,0.09535138130187998
18,True,feasible,moderate_risk,gurobi_exact:Optimal,gurobi_exact,0.4872733950614929,0.32581406831741333,-0.09418593168258677,0.16043455708063825,"{""ExternalRiskEstimate"": 0.04082688934039136, ""MSinceMostRecentInqexcl7days"": 0.06944444444444445}",0.32581406831741333,True,0.09418593168258677
19,True,feasible,high_risk,gurobi_exact:Optimal|refined_27,gurobi_exact,0.586042582988739,0.4173702895641327,-0.002629710435867405,0.21097627802488617,"{""PercentTradesNeverDelq"": 0.16999999999999904, ""MSinceMostRecentDelq"": 0.06831325301204823}",0.4173702895641327,True,0.002629710435867405
20,True,feasible,very_high_risk,gurobi_exact:Optimal|refined_11,gurobi_exact,0.6261593103408813,0.4196391701698303,-0.0003608298301697732,0.19273887024137426,"{""NumSatisfactoryTrades"": 0.01256157128496542, ""PercentInstallTrades"": -0.10000000000000009, ""MSinceMostRecentInqexcl7days"": 0.1111111111111111, ""NetFractionRevolvingBurden"": -0.03556034482758624}",0.4196391701698303,True,0.0003608298301697732
23,False,near_feasible,very_high_risk,gurobi_exact:Optimal|refined_32,gurobi_exact,0.7613926529884338,0.43147581815719604,0.01147581815719595,0.6811683284044096,"{""NumSatisfactoryTrades"": 0.0462025316455697, ""PercentTradesNeverDelq"": 0.030000000000000027, ""PercentInstallTrades"": -0.2, ""MSinceMostRecentInqexcl7days"": 0.1111111111111111, ""NetFractionRevolvingBurden"": -0.19762931034482759, ""NumRevolvingTradesWBalance"": -0.012500000000000011, ""PercentTradesWBalance"": -0.2235122689956981}",0.43147581815719604,False,-0.01147581815719595
29,False,infeasible,very_high_risk,gurobi_exact:Optimal|refined_32,gurobi_exact,0.9041305780410767,0.7032763957977295,0.2832763957977294,0.4358189928295354,"{""PercentTradesNeverDelq"": 0.07999999999999996, ""MSinceMostRecentDelq"": 0.1951807228915663, ""MSinceMostRecentInqexcl7days"": 0.1111111111111111, ""NetFractionRevolvingBurden"": -0.05732758620689657, ""RevolvingBurdenPerTrade"": -0.05732758620689657}",0.7032763957977295,False,-0.2832763957977294
31,True,feasible,near_threshold,gurobi_exact:Optimal,gurobi_exact,0.44968101382255554,0.3663058578968048,-0.053694142103195286,0.10994895865874203,"{""PercentTradesNeverDelq"": 0.09999999999999998, ""PercentTradesWBalance"": -0.019174348972570754}",0.3663058578968048,True,0.053694142103195286
32,True,feasible,high_risk,gurobi_exact:Optimal,gurobi_exact,0.5210602879524231,0.24670231342315674,-0.17329768657684336,0.44024558917261813,"{""ExternalRiskEstimate"": 0.06097936816571914, ""NetFractionRevolvingBurden"": -0.19762931034482784}",0.24670231342315674,True,0.17329768657684336
34,True,feasible,near_threshold,gurobi_exact:Optimal,gurobi_exact,0.4638518989086151,0.3083007037639618,-0.1116992962360383,0.11929465009043551,"{""PercentInstallTrades"": -0.07444444444444445, ""MSinceMostRecentInqexcl7days"": 0.1111111111111111, ""NumBank2NatlTradesWHighUtilization"": -0.0005700179149532303}",0.3083007037639618,True,0.1116992962360383
35,True,feasible,high_risk,gurobi_exact:Optimal,gurobi_exact,0.5387008190155029,0.27177882194519043,-0.14822117805480967,0.20175672629303743,"{""PercentTradesNeverDelq"": 0.13259346086746837, ""MSinceMostRecentInqexcl7days"": 0.1111111111111111}",0.27177882194519043,True,0.14822117805480967
36,False,infeasible,very_high_risk,gurobi_exact:Optimal|refined_32,gurobi_exact,0.7574634552001953,0.48710259795188904,0.06710259795188894,0.4621808525226475,"{""NumSatisfactoryTrades"": 0.07392405063291108, ""PercentInstallTrades"": -0.2, ""MSinceMostRecentInqexcl7days"": 0.1111111111111111, ""NetFractionRevolvingBurden"": -0.15209817795083333}",0.48710259795188904,False,-0.06710259795188894
37,False,infeasible,very_high_risk,gurobi_exact:Infeasible|refined_32,gurobi_exact,0.8504955768585205,0.6521011590957642,0.23210115909576406,0.21187110114502067,"{""NumSatisfactoryTrades"": 0.07392405063291141, ""MSinceMostRecentDelq"": 0.15614457831325287, ""MSinceMostRecentInqexcl7days"": 0.07000000000000003, ""PercentTradesWBalance"": -0.015000000000000013}",0.6521011590957642,False,-0.23210115909576406
38,True,feasible,high_risk,gurobi_exact:Optimal|refined_3,gurobi_exact,0.55622398853302,0.4132506549358368,-0.0067493450641633035,0.1255686021700804,"{""PercentTradesNeverDelq"": 0.10012861516803584, ""PercentInstallTrades"": 0.012222222222222218, ""MSinceMostRecentInqexcl7days"": 0.030000000000000006}",0.4132506549358368,True,0.0067493450641633035
39,False,infeasible,very_high_risk,gurobi_exact:Infeasible|refined_32,gurobi_exact,0.8710163235664368,0.6992475390434265,0.2792475390434264,0.24689746602778007,"{""MSinceMostRecentDelq"": 0.12686746987951808, ""PercentInstallTrades"": -0.14000000000000012, ""MSinceMostRecentInqexcl7days"": 0.12000000000000005}",0.6992475390434265,False,-0.2792475390434264
41,False,infeasible,very_high_risk,gurobi_exact:Optimal|refined_32,gurobi_exact,0.7694630026817322,0.6598928570747375,0.23989285707473745,0.23444268646887173,"{""NumSatisfactoryTrades"": 0.06468354430379725, ""MSinceMostRecentDelq"": 0.17566265060240943, ""PercentInstallTrades"": -0.05549999999999988, ""PercentTradesWBalance"": -0.06000000000000005}",0.6598928570747375,False,-0.23989285707473745
42,True,feasible,very_high_risk,gurobi_exact:Optimal|refined_3,gurobi_exact,0.6811060309410095,0.4177771210670471,-0.0022228789329529763,0.27438588079488496,"{""ExternalRiskEstimate"": 0.057766816431366275, ""NumSatisfactoryTrades"": 0.03516174402250351, ""PercentInstallTrades"": -0.06000000000000005, ""MSinceMostRecentInqexcl7days"": 0.06944444444444445}",0.4177771210670471,True,0.0022228789329529763
43,False,infeasible,very_high_risk,gurobi_exact:Optimal|refined_32,gurobi_exact,0.6875484585762024,0.5255856513977051,0.10558565139770498,0.6358519005981323,"{""NumSatisfactoryTrades"": 0.12936708860759516, ""PercentTradesNeverDelq"": 0.040000000000000036, ""MSinceMostRecentDelq"": 0.1951807228915663, ""PercentInstallTrades"": -0.2, ""NetFractionRevolvingBurden"": -0.1733009406609663, ""InstallBurdenPerTrade"": -0.009464285714285703}",0.5255856513977051,False,-0.10558565139770498
44,False,near_feasible,high_risk,gurobi_exact:Optimal|refined_32,gurobi_exact,0.6180949211120605,0.42909035086631775,0.009090350866317654,0.23034902794044793,"{""MSinceMostRecentDelq"": 0.19518072289156604, ""MSinceMostRecentInqexcl7days"": 0.11581697548808956, ""RevolvingBurdenPerTrade"": -0.02155172413793105}",0.42909035086631775,False,-0.009090350866317654
46,False,infeasible,very_high_risk,gurobi_exact:Optimal|refined_32,gurobi_exact,0.8580970764160156,0.6517471075057983,0.23174710750579824,0.49609561819548786,"{""NumSatisfactoryTrades"": 0.022503516174402244, ""MSinceMostRecentDelq"": 0.19518072289156604, ""PercentInstallTrades"": -0.06000000000000005, ""MSinceMostRecentInqexcl7days"": 0.1111111111111111, ""NetFractionRevolvingBurden"": -0.13122101930352129, ""InquiryToTradeRatio"": -0.026804857155661853}",0.6517471075057983,False,-0.23174710750579824
49,False,near_feasible,very_high_risk,gurobi_exact:Optimal|refined_32,gurobi_exact,0.7767072916030884,0.42757728695869446,0.0075772869586943625,0.5869579991106606,"{""PercentTradesNeverDelq"": 0.07999999999999996, ""MSinceMostRecentDelq"": 0.10734939759036151, ""PercentInstallTrades"": -0.020000000000000018, ""MSinceMostRecentInqexcl7days"": 0.1111111111111111, ""NetFractionRevolvingBurden"": -0.16962699206167375, ""NumRevolvingTradesWBalance"": -0.05062499999999992, ""PercentTradesWBalance"": -0.10500032548089788}",0.42757728695869446,False,-0.0075772869586943625
50,False,infeasible,very_high_risk,gurobi_exact:Optimal|refined_32,gurobi_exact,0.8173023462295532,0.4742061495780945,0.05420614957809439,1.1073207303510375,"{""MSinceMostRecentDelq"": 0.18542168674698775, ""MSinceMostRecentInqexcl7days"": 0.1111111111111111, ""NumInqLast6M"": -0.05980696980526136, ""NetFractionRevolvingBurden"": -0.19762931034482778, ""NumRevolvingTradesWBalance"": -0.0866129648958705, ""NumBank2NatlTradesWHighUtilization"": -0.10833333333333331, ""PercentTradesWBalance"": -0.16333333333333344}",0.4742061495780945,False,-0.05420614957809439
54,False,infeasible,very_high_risk,gurobi_exact:Optimal|refined_32,gurobi_exact,0.7718871831893921,0.6530771851539612,0.2330771851539611,0.4650810479030399,"{""NumSatisfactoryTrades"": 0.16156398160519198, ""PercentTradesNeverDelq"": 0.05999999999999994, ""PercentInstallTrades"": -0.020000000000000018, ""NumRevolvingTradesWBalance"": -0.0062500000000000056, ""NumBank2NatlTradesWHighUtilization"": -0.05833333333333332, ""PercentTradesWBalance"": -0.30000000000000004}",0.6530771851539612,False,-0.2330771851539611
55,False,near_feasible,very_high_risk,gurobi_exact:Optimal|refined_32,gurobi_exact,0.7801932692527771,0.4208346903324127,0.0008346903324126242,0.9049542887234993,"{""NumSatisfactoryTrades"": 0.13080168776371306, ""PercentTradesNeverDelq"": 0.09999999999999998, ""PercentInstallTrades"": -0.14000000000000012, ""MSinceMostRecentInqexcl7days"": 0.1111111111111111, ""NumInqLast6M"": -0.010249461703438021, ""NetFractionRevolvingBurden"": -0.11733716475095785, ""NumRevolvingTradesWBalance"": -0.0062500000000000056, ""NumBank2NatlTradesWHighUtilization"": -0.05833333333333332, ""PercentTradesWBalance"": -0.22333333333333338, ""RevolvingBurdenPerTrade"": -0.0776724137931035}",0.4208346903324127,False,-0.0008346903324126242
56,False,infeasible,very_high_risk,gurobi_exact:Infeasible|refined_32,gurobi_exact,0.8526066541671753,0.7171139717102051,0.297113971710205,0.3557576444149545,"{""MSinceMostRecentDelq"": 0.01951807228915664, ""PercentInstallTrades"": -0.10000000000000009, ""MSinceMostRecentInqexcl7days"": 0.07000000000000003, ""NetFractionRevolvingBurden"": -0.16798491379310368, ""NumRevolvingTradesWBalance"": -0.0062500000000000056}",0.7171139717102051,False,-0.297113971710205
57,False,infeasible,very_high_risk,gurobi_exact:Optimal|refined_32,gurobi_exact,0.8341749906539917,0.5013614296913147,0.0813614296913146,0.8928153660955483,"{""NumSatisfactoryTrades"": 0.00984528832630098, ""PercentTradesNeverDelq"": 0.19999999999999996, ""MSinceMostRecentDelq"": 0.19518072289156585, ""PercentInstallTrades"": 0.0022222222222222088, ""MSinceMostRecentInqexcl7days"": 0.1111111111111111, ""NumInqLast6M"": -0.0561487314891648, ""NumInqLast6Mexcl7days"": -0.02296491561592935, ""InquiryToTradeRatio"": -0.021511259764205197, ""RevolvingBurdenPerTrade"": -0.02844827586206896}",0.5013614296913147,False,-0.0813614296913146
58,True,feasible,moderate_risk,gurobi_exact:Optimal,gurobi_exact,0.48150479793548584,0.27631351351737976,-0.14368648648262033,0.16360152258116958,"{""NumSatisfactoryTrades"": 0.08016877637130798, ""PercentTradesNeverDelq"": 0.029618081681465847, ""MSinceMostRecentInqexcl7days"": 0.1111111111111111}",0.27631351351737976,True,0.14368648648262033
59,False,infeasible,very_high_risk,gurobi_exact:Infeasible|refined_32,gurobi_exact,0.9205632209777832,0.7869457602500916,0.36694576025009146,0.30960020590403264,"{""PercentTradesNeverDelq"": 0.059499999999999664, ""PercentInstallTrades"": -0.2, ""MSinceMostRecentInqexcl7days"": 0.11000000000000004, ""NetFractionRevolvingBurden"": -0.03952586206896558}",0.7869457602500916,False,-0.36694576025009146
60,True,feasible,moderate_risk,gurobi_exact:Optimal,gurobi_exact,0.5011539459228516,0.22980941832065582,-0.19019058167934427,0.30030183669567423,"{""ExternalRiskEstimate"": 0.058883223515278416, ""PercentTradesNeverDelq"": 0.05999999999999994, ""PercentInstallTrades"": -0.004444444444444445, ""MSinceMostRecentInqexcl7days"": 0.1111111111111111}",0.22980941832065582,True,0.19019058167934427
61,True,feasible,moderate_risk,gurobi:Optimal|refined_26,gurobi,0.491528183221817,0.41995614767074585,-4.385232925424587e-05,0.4765206710331408,"{""NumSatisfactoryTrades"": 0.18481012658227847, ""MSinceMostRecentDelq"": 0.14638554216867458, ""MSinceMostRecentInqexcl7days"": 0.16010851736173293, ""NetFractionRevolvingBurden"": -0.08893318965517252, ""RevolvingBurdenPerTrade"": -0.009913793103448282}",0.41995614767074585,True,4.385232925424587e-05
62,False,near_feasible,very_high_risk,gurobi:Optimal|refined_32,gurobi,0.7529303431510925,0.43473300337791443,0.014733003377914333,1.3345202478024387,"{""ExternalRiskEstimate"": 0.07475409836065572, ""NumSatisfactoryTrades"": 0.18481012658227847, ""PercentTradesNeverDelq"": 0.040000000000000036, ""MSinceMostRecentDelq"": 0.1171084337349398, ""PercentInstallTrades"": -0.16, ""MSinceMostRecentInqexcl7days"": 0.2, ""NumInqLast6M"": -0.06060606060606061, ""InstallBurdenPerTrade"": -0.36638351470312025}",0.43473300337791443,False,-0.014733003377914333
63,True,feasible,moderate_risk,gurobi:Optimal|refined_7,gurobi,0.5149312019348145,0.41870176792144775,-0.0012982320785523416,0.4884802626659632,"{""ExternalRiskEstimate"": 0.04263452918718169, ""NumSatisfactoryTrades"": 0.18481012658227847, ""MSinceMostRecentInqexcl7days"": 0.2, ""NetFractionRevolvingBurden"": -0.06917025862068976}",0.41870176792144775,True,0.0012982320785523416
64,True,feasible,moderate_risk,gurobi:Optimal,gurobi,0.48150479793548584,0.3706490695476532,-0.0493509304523469,0.32927002240897596,"{""ExternalRiskEstimate"": 0.06464186487010248, ""NumSatisfactoryTrades"": 0.18481012658227847}",0.3706490695476532,True,0.0493509304523469
65,True,feasible,very_high_risk,gurobi:Optimal,gurobi,0.6701781749725342,0.3759026825428009,-0.04409731745719919,0.5875976799374228,"{""ExternalRiskEstimate"": 0.07475409836065572, ""NumSatisfactoryTrades"": 0.1848101265822785, ""MSinceMostRecentInqexcl7days"": 0.2, ""NumInqLast6M"": -0.0202819261952185}",0.3759026825428009,True,0.04409731745719919
66,False,infeasible,very_high_risk,gurobi:Infeasible|refined_32,gurobi,0.8075016736984253,0.6240362524986267,0.2040362524986266,0.1843189113052119,"{""PercentTradesNeverDelq"": 0.10999999999999899, ""MSinceMostRecentDelq"": 0.048795180722891573, ""MSinceMostRecentInqexcl7days"": 0.07000000000000003}",0.6240362524986267,False,-0.2040362524986266
68,True,feasible,near_threshold,gurobi:Optimal|refined_1,gurobi,0.45292526483535767,0.4184499680995941,-0.0015500319004059793,0.14416886433366125,"{""NumSatisfactoryTrades"": 0.1746953561373884, ""MSinceMostRecentInqexcl7days"": 0.010000000000000002}",0.4184499680995941,True,0.0015500319004059793
71,False,infeasible,very_high_risk,gurobi:Infeasible|refined_32,gurobi,0.8593186140060425,0.69879150390625,0.2787915039062499,0.2611624000226941,"{""NumSatisfactoryTrades"": 0.11088607594936722, ""PercentInstallTrades"": -0.14000000000000012, ""MSinceMostRecentInqexcl7days"": 0.12000000000000005, ""NumRevolvingTradesWBalance"": -0.0062500000000000056}",0.69879150390625,False,-0.2787915039062499
75,True,feasible,near_threshold,gurobi:Optimal,gurobi,0.4265824854373932,0.4087386429309845,-0.011261357069015598,0.1250141880010434,"{""NumSatisfactoryTrades"": 0.15853390983178922}",0.4087386429309845,True,0.011261357069015598
77,True,feasible,very_high_risk,gurobi:Optimal,gurobi,0.6894352436065674,0.3650396764278412,-0.05496032357215891,0.8881754995508664,"{""ExternalRiskEstimate"": 0.07475409836065572, ""NumSatisfactoryTrades"": 0.18481012658227852, ""MSinceMostRecentInqexcl7days"": 0.2, ""NumInqLast6M"": -0.06363636363636364, ""NetFractionRevolvingBurden"": -0.06200632298376629}",0.3650396764278412,True,0.05496032357215891
78,True,feasible,very_high_risk,gurobi:Optimal,gurobi,0.6267997622489929,0.3667941391468048,-0.053205860853195286,0.38387581479388255,"{""ExternalRiskEstimate"": 0.03871933051948773, ""NumSatisfactoryTrades"": 0.1848101265822785, ""MSinceMostRecentInqexcl7days"": 0.2}",0.3667941391468048,True,0.053205860853195286
79,True,feasible,moderate_risk,gurobi:Optimal,gurobi,0.48150479793548584,0.3706490695476532,-0.0493509304523469,0.32927002240897596,"{""ExternalRiskEstimate"": 0.06464186487010248, ""NumSatisfactoryTrades"": 0.18481012658227847}",0.3706490695476532,True,0.0493509304523469
81,True,feasible,high_risk,gurobi:Optimal|refined_11,gurobi,0.5783257484436035,0.4154084622859955,-0.004591537714004612,0.1925013856260941,"{""NumSatisfactoryTrades"": 0.15469592323289677, ""MSinceMostRecentInqexcl7days"": 0.11000000000000004}",0.4154084622859955,True,0.004591537714004612
82,True,feasible,moderate_risk,gurobi:Optimal,gurobi,0.48150479793548584,0.3706490695476532,-0.0493509304523469,0.32927002240897596,"{""ExternalRiskEstimate"": 0.06464186487010248, ""NumSatisfactoryTrades"": 0.18481012658227847}",0.3706490695476532,True,0.0493509304523469
83,True,feasible,high_risk,gurobi:Optimal,gurobi,0.5772387385368347,0.30140629410743713,-0.11859370589256296,0.384986972892778,"{""ExternalRiskEstimate"": 0.03911068473488877, ""NumSatisfactoryTrades"": 0.1848101265822785, ""MSinceMostRecentInqexcl7days"": 0.2}",0.30140629410743713,True,0.11859370589256296
84,True,feasible,very_high_risk,gurobi:Optimal|refined_12,gurobi,0.6649067997932434,0.41812145709991455,-0.0018785429000855447,0.7135880532188157,"{""ExternalRiskEstimate"": 0.07475409836065572, ""NumSatisfactoryTrades"": 0.1848101265822785, ""PercentTradesNeverDelq"": 0.17402320343831834, ""MSinceMostRecentDelq"": 0.08783132530120485, ""MSinceMostRecentInqexcl7days"": 0.2}",0.41812145709991455,True,0.0018785429000855447
85,True,feasible,very_high_risk,gurobi:Optimal,gurobi,0.8089667558670044,0.35859084129333496,-0.061409158706665135,1.6860898337334471,"{""ExternalRiskEstimate"": 0.07475409836065572, ""NumSatisfactoryTrades"": 0.18481012658227847, ""PercentTradesNeverDelq"": 0.15000000000000002, ""PercentInstallTrades"": -0.2, ""MSinceMostRecentInqexcl7days"": 0.2, ""NumInqLast6M"": -0.06363636363636364, ""NetFractionRevolvingBurden"": -0.19762931034482759, ""NumInstallTradesWBalance"": -0.21853249329459354, ""NumBank2NatlTradesWHighUtilization"": -0.05555555555555555}",0.35859084129333496,True,0.061409158706665135
86,True,feasible,high_risk,gurobi:Optimal,gurobi,0.6147257685661316,0.3838750422000885,-0.036124957799911595,0.3995994692062823,"{""ExternalRiskEstimate"": 0.044257262918053764, ""NumSatisfactoryTrades"": 0.18481012658227847, ""MSinceMostRecentInqexcl7days"": 0.2}",0.3838750422000885,True,0.036124957799911595
87,False,infeasible,very_high_risk,gurobi:Optimal|refined_32,gurobi,0.8609168529510498,0.518526017665863,0.09852601766586294,1.7731442161921476,"{""ExternalRiskEstimate"": 0.07475409836065572, ""NumSatisfactoryTrades"": 0.18481012658227847, ""PercentTradesNeverDelq"": 0.020000000000000018, ""MSinceMostRecentDelq"": 0.0487951807228916, ""PercentInstallTrades"": -0.2, ""MSinceMostRecentInqexcl7days"": 0.2, ""NumInqLast6M"": -0.030303030303030304, ""NetFractionRevolvingBurden"": -0.19762931034482759, ""NumRevolvingTradesWBalance"": -0.16875, ""NumInstallTradesWBalance"": -0.15870551608747097, ""NumBank2NatlTradesWHighUtilization"": -0.16666666666666666, ""PercentTradesWBalance"": -0.1050000000000001}",0.518526017665863,False,-0.09852601766586294
91,True,feasible,moderate_risk,gurobi:Optimal,gurobi,0.48150479793548584,0.3706490695476532,-0.0493509304523469,0.32927002240897596,"{""ExternalRiskEstimate"": 0.06464186487010248, ""NumSatisfactoryTrades"": 0.18481012658227847}",0.3706490695476532,True,0.0493509304523469
93,True,feasible,very_high_risk,gurobi:Optimal|refined_1,gurobi,0.8479636907577515,0.41956034302711487,-0.0004396569728852273,2.4916751916886746,"{""ExternalRiskEstimate"": 0.07475409836065572, ""MSinceMostRecentTradeOpen"": -0.00783289817232376, ""NumSatisfactoryTrades"": 0.1848101265822785, ""PercentTradesNeverDelq"": 0.19999999999999996, ""MSinceMostRecentDelq"": 0.1951807228915663, ""PercentInstallTrades"": -0.2, ""MSinceMostRecentInqexcl7days"": 0.2, ""NumInqLast6M"": -0.030303030303030304, ""NetFractionRevolvingBurden"": -0.19762931034482759, ""NetFractionInstallBurden"": -0.022704081632653084, ""NumRevolvingTradesWBalance"": -0.09375, ""NumInstallTradesWBalance"": -0.22222222222222224, ""NumBank2NatlTradesWHighUtilization"": -0.1111111111111111, ""PercentTradesWBalance"": -0.287034427144129, ""InquiryToTradeRatio"": -0.008281573498964802, ""RevolvingBurdenPerTrade"": -0.11293103448275864, ""InstallBurdenPerTrade"": -0.2119047619047619}",0.41956034302711487,True,0.0004396569728852273
94,False,infeasible,very_high_risk,gurobi:Infeasible|refined_32,gurobi,0.7899695634841919,0.5702630877494812,0.1502630877494811,0.2583256525374636,"{""NumSatisfactoryTrades"": 0.10164556962025328, ""MSinceMostRecentDelq"": 0.02927710843373496, ""PercentInstallTrades"": -0.14000000000000012, ""MSinceMostRecentInqexcl7days"": 0.11000000000000004}",0.5702630877494812,False,-0.1502630877494811
95,False,infeasible,very_high_risk,gurobi:Infeasible|refined_32,gurobi,0.9145137071609497,0.7480368614196777,0.32803686141967764,0.27363395043924854,"{""PercentTradesNeverDelq"": 0.19999999999999996, ""MSinceMostRecentDelq"": 0.00975903614457832, ""MSinceMostRecentInqexcl7days"": 0.11000000000000004}",0.7480368614196777,False,-0.32803686141967764
97,True,feasible,near_threshold,gurobi:Optimal|refined_5,gurobi,0.44630369544029236,0.4121953547000885,-0.0078046452999115945,0.1439247000966292,"{""NumSatisfactoryTrades"": 0.11440258152010663, ""NetFractionRevolvingBurden"": -0.01976293103448279, ""PercentTradesWBalance"": -0.04500000000000004}",0.4121953547000885,True,0.0078046452999115945
100,True,feasible,very_high_risk,gurobi:Optimal,gurobi,0.6294905543327332,0.37287500500679016,-0.047124994993209934,0.7862862053578439,"{""ExternalRiskEstimate"": 0.07475409836065572, ""NumSatisfactoryTrades"": 0.18481012658227852, ""MSinceMostRecentInqexcl7days"": 0.2, ""NumInqLast6M"": -0.009918481132314945, ""NetFractionRevolvingBurden"": -0.1853448275862069}",0.37287500500679016,True,0.047124994993209934
